visit,taiObs,dataType,scale,rate
39412,2022-05-25T00:32:10.844,FLAT,12.9,6.425
39751,2022-05-25T06:08:43.272,FLAT,11.8,5.872
39255,2022-05-24T20:38:16.295,FLAT,13.7,6.839
42919,2022-09-06T09:53:38.579,FLAT,7.1,2.36
38925,2022-05-24T12:56:50.875,COMPARISON,5.4,2.714
39084,2022-05-24T17:48:51.202,COMPARISON,198.7,4.966
39483,2022-05-25T01:40:49.810,FLAT,14.2,7.086
39642,2022-05-25T04:23:21.579,FLAT,7.0,6.963
39184,2022-05-24T19:29:37.387,FLAT,12.7,6.318
38627,2022-05-20T09:42:34.123,COMPARISON,12.6,3.561
42991,2022-09-06T10:57:44.543,COMPARISON,5.2,1.402
39339,2022-05-24T23:21:29.232,FLAT,28.8,7.19
43208,2022-09-07T22:24:03.370,COMPARISON,3.2,1.943
38699,2022-05-20T11:41:32.051,COMPARISON,3.7,3.675
43280,2022-09-07T23:37:04.683,COMPARISON,71.3,1.755
39713,2022-05-25T05:32:01.045,FLAT,6.2,6.148
39564,2022-05-25T03:03:49.773,COMPARISON,204.4,5.109
42694,2022-09-05T22:41:30.677,FLAT,6.8,2.277
39413,2022-05-25T00:33:10.724,FLAT,6.6,6.542
39823,2022-05-25T12:12:05.583,COMPARISON,202.6,5.065
39752,2022-05-25T06:09:41.041,FLAT,11.6,5.771
39256,2022-05-24T20:39:14.072,FLAT,13.6,6.772
42920,2022-09-06T09:54:30.862,FLAT,7.1,2.354
39085,2022-05-24T17:50:09.790,COMPARISON,5.0,5.004
43352,2022-09-08T00:59:01.020,COMPARISON,94.4,1.864
39484,2022-05-25T01:41:47.683,FLAT,14.8,7.361
39643,2022-05-25T04:24:19.147,FLAT,12.4,6.183
39185,2022-05-24T19:30:37.354,FLAT,6.5,6.504
43424,2022-09-08T02:13:36.874,COMPARISON,3.1,1.889
42992,2022-09-06T10:58:38.933,COMPARISON,5.2,1.406
39340,2022-05-24T23:22:29.306,FLAT,29.3,7.324
43209,2022-09-07T22:24:58.241,COMPARISON,3.3,1.944
43281,2022-09-07T23:38:38.735,COMPARISON,72.1,1.772
43568,2022-09-08T13:45:59.069,COMPARISON,533.8,1.779
39714,2022-05-25T05:32:57.807,FLAT,5.9,5.905
39565,2022-05-25T03:05:08.478,COMPARISON,6.7,6.635
44040,2022-09-09T02:31:19.579,COMPARISON,6.5,2.473
42695,2022-09-05T22:42:23.164,FLAT,6.8,2.257
39824,2022-05-25T12:13:41.059,COMPARISON,198.8,4.97
39753,2022-05-25T06:10:40.904,FLAT,6.6,6.56
44112,2022-09-09T03:52:30.575,COMPARISON,7.3,2.717
39257,2022-05-24T20:40:13.943,FLAT,7.0,6.947
42921,2022-09-06T09:55:23.154,FLAT,7.0,2.329
39086,2022-05-24T17:51:06.873,COMPARISON,9.7,4.821
39485,2022-05-25T01:42:47.756,FLAT,7.4,7.318
43353,2022-09-08T01:00:44.893,COMPARISON,93.0,1.837
39644,2022-05-25T04:25:16.910,FLAT,13.0,6.483
44184,2022-09-09T05:16:07.450,COMPARISON,5.3,3.22
43425,2022-09-08T02:14:31.849,COMPARISON,3.1,1.87
42993,2022-09-06T10:59:33.326,COMPARISON,5.4,1.407
39341,2022-05-24T23:23:33.053,FLAT,7.8,7.731
43210,2022-09-07T22:25:50.518,COMPARISON,3.3,2.001
43282,2022-09-07T23:40:09.990,COMPARISON,70.8,1.74
39715,2022-05-25T05:33:55.068,FLAT,11.5,5.748
39566,2022-05-25T03:06:05.463,COMPARISON,11.9,5.922
44041,2022-09-09T02:32:30.454,COMPARISON,10.9,2.342
42696,2022-09-05T22:43:18.246,FLAT,7.0,2.317
39825,2022-05-25T12:15:16.544,COMPARISON,194.7,4.868
39754,2022-05-25T06:11:37.771,FLAT,6.3,6.263
44113,2022-09-09T03:53:39.439,COMPARISON,5.1,3.129
42922,2022-09-06T09:56:18.144,FLAT,6.9,2.304
44256,2022-09-09T06:23:20.861,COMPARISON,21.9,2.527
39087,2022-05-24T17:52:05.445,COMPARISON,20.2,5.041
39645,2022-05-25T04:26:17.065,FLAT,7.0,6.982
43354,2022-09-08T01:02:26.474,COMPARISON,91.7,1.81
44568,2022-09-09T11:07:01.569,FLAT,6.8,3.374
44185,2022-09-09T05:17:17.319,COMPARISON,8.1,3.08
43426,2022-09-08T02:15:24.527,COMPARISON,3.0,1.833
42994,2022-09-06T11:00:39.014,COMPARISON,2.3,1.414
43211,2022-09-07T22:26:42.696,COMPARISON,3.3,2.017
44640,2022-09-09T12:09:47.307,FLAT,5.8,2.89
43283,2022-09-07T23:41:41.450,COMPARISON,70.0,1.721
39716,2022-05-25T05:34:52.932,FLAT,12.1,6.029
39567,2022-05-25T03:07:04.145,COMPARISON,23.6,5.883
44042,2022-09-09T02:33:25.936,COMPARISON,10.9,2.357
42697,2022-09-05T22:44:10.423,FLAT,7.0,2.321
39826,2022-05-25T12:16:54.607,COMPARISON,191.1,4.777
39755,2022-05-25T06:12:35.051,FLAT,12.0,5.992
44114,2022-09-09T03:54:32.203,COMPARISON,4.9,3.0
42923,2022-09-06T09:57:10.533,FLAT,7.0,2.321
44257,2022-09-09T06:24:35.735,COMPARISON,7.0,2.667
39088,2022-05-24T17:53:23.009,COMPARISON,206.5,5.161
39646,2022-05-25T04:27:13.923,FLAT,6.5,6.507
43355,2022-09-08T01:04:07.745,COMPARISON,95.4,1.883
44569,2022-09-09T11:07:55.453,FLAT,6.9,3.447
44186,2022-09-09T05:18:10.792,COMPARISON,8.5,3.021
43427,2022-09-08T02:16:16.911,COMPARISON,3.0,1.847
42995,2022-09-06T11:01:31.300,COMPARISON,2.5,1.507
43212,2022-09-07T22:27:34.978,COMPARISON,3.2,1.951
44641,2022-09-09T12:10:41.293,FLAT,5.8,2.873
43284,2022-09-07T23:43:12.825,COMPARISON,69.7,1.716
39717,2022-05-25T05:35:52.887,FLAT,6.0,5.927
39568,2022-05-25T03:08:21.612,COMPARISON,217.9,5.447
44043,2022-09-09T02:34:21.213,COMPARISON,11.0,2.371
42698,2022-09-05T22:45:02.802,FLAT,6.9,2.284
39827,2022-05-25T12:18:30.183,COMPARISON,196.5,4.914
39756,2022-05-25T06:13:32.820,FLAT,12.4,6.196
44115,2022-09-09T03:55:24.478,COMPARISON,4.9,3.021
42924,2022-09-06T09:58:02.813,FLAT,7.1,2.366
44258,2022-09-09T06:25:29.016,COMPARISON,6.9,2.619
39097,2022-05-24T18:03:55.435,COMPARISON,4.8,4.729
39647,2022-05-25T04:28:11.275,FLAT,12.9,6.447
43356,2022-09-08T01:05:49.131,COMPARISON,95.4,1.884
44570,2022-09-09T11:08:46.638,FLAT,6.7,3.342
44187,2022-09-09T05:19:04.268,COMPARISON,8.2,3.14
43428,2022-09-08T02:17:09.299,COMPARISON,3.2,1.867
42996,2022-09-06T11:02:23.686,COMPARISON,2.3,1.39
43213,2022-09-07T22:28:27.166,COMPARISON,3.3,2.001
43285,2022-09-07T23:44:44.186,COMPARISON,68.2,1.676
44642,2022-09-09T12:11:32.582,FLAT,5.8,2.882
39718,2022-05-25T05:36:49.851,FLAT,6.0,5.992
39577,2022-05-25T03:18:56.503,COMPARISON,5.4,5.355
44044,2022-09-09T02:35:16.388,COMPARISON,11.1,2.377
42699,2022-09-05T22:45:57.586,FLAT,6.9,2.284
39757,2022-05-25T06:14:32.986,FLAT,6.1,6.084
39828,2022-05-25T12:20:05.657,COMPARISON,197.0,4.923
44116,2022-09-09T03:56:16.754,COMPARISON,5.0,3.039
42925,2022-09-06T09:58:57.791,FLAT,7.3,2.446
44259,2022-09-09T06:26:22.396,COMPARISON,7.0,2.572
39098,2022-05-24T18:04:51.903,COMPARISON,4.7,4.627
39648,2022-05-25T04:29:09.130,FLAT,12.3,6.115
44571,2022-09-09T11:09:37.922,FLAT,6.9,3.419
43357,2022-09-08T01:07:30.500,COMPARISON,94.0,1.854
43429,2022-09-08T02:18:01.882,COMPARISON,3.0,1.829
44188,2022-09-09T05:19:57.552,COMPARISON,8.0,3.051
42997,2022-09-06T11:03:15.860,COMPARISON,2.4,1.431
43214,2022-09-07T22:29:19.547,COMPARISON,3.3,1.999
44643,2022-09-09T12:12:23.872,FLAT,5.8,2.913
39719,2022-05-25T05:37:47.216,FLAT,11.6,5.799
43286,2022-09-07T23:46:15.459,COMPARISON,69.1,1.7
44045,2022-09-09T02:36:11.771,COMPARISON,10.7,2.312
44712,2022-09-09T14:23:10.459,FLAT,54.0,53.7
42700,2022-09-05T22:46:49.765,FLAT,6.6,2.198
39758,2022-05-25T06:15:29.754,FLAT,6.7,6.722
42926,2022-09-06T09:59:49.965,FLAT,7.2,2.407
44117,2022-09-09T03:57:09.030,COMPARISON,5.3,3.115
44260,2022-09-09T06:27:15.674,COMPARISON,7.0,2.66
39649,2022-05-25T04:30:08.990,FLAT,6.2,6.151
39099,2022-05-24T18:05:51.072,COMPARISON,4.6,4.57
44572,2022-09-09T11:10:31.905,FLAT,6.8,3.392
43358,2022-09-08T01:09:11.971,COMPARISON,97.2,1.911
43430,2022-09-08T02:18:54.166,COMPARISON,3.1,1.909
44189,2022-09-09T05:20:50.829,COMPARISON,8.0,2.982
42998,2022-09-06T11:04:08.138,COMPARISON,2.6,1.386
43215,2022-09-07T22:30:14.324,COMPARISON,3.2,1.95
39720,2022-05-25T05:38:44.988,FLAT,11.6,5.775
44644,2022-09-09T12:13:17.765,FLAT,5.7,2.864
44713,2022-09-09T14:24:01.553,FLAT,54.4,54.033
43287,2022-09-07T23:47:49.328,COMPARISON,70.6,1.738
42701,2022-09-05T22:47:42.144,FLAT,6.8,2.25
44046,2022-09-09T02:37:06.944,COMPARISON,10.9,2.363
39759,2022-05-25T06:16:27.124,FLAT,12.1,6.049
42927,2022-09-06T10:00:42.441,FLAT,7.1,2.38
44118,2022-09-09T03:58:01.599,COMPARISON,5.1,3.087
44261,2022-09-09T06:28:08.955,COMPARISON,6.8,2.568
39650,2022-05-25T04:31:05.750,FLAT,6.1,6.053
39100,2022-05-24T18:06:47.551,COMPARISON,4.7,4.712
44573,2022-09-09T11:11:23.292,FLAT,6.5,3.255
43359,2022-09-08T01:10:56.141,COMPARISON,93.5,1.847
43431,2022-09-08T02:19:49.346,COMPARISON,3.0,1.846
42999,2022-09-06T11:05:00.521,COMPARISON,2.4,1.447
44190,2022-09-09T05:21:44.194,COMPARISON,8.1,3.101
43216,2022-09-07T22:31:06.706,COMPARISON,3.3,1.986
44714,2022-09-09T14:24:52.437,FLAT,53.9,53.613
39721,2022-05-25T05:39:44.947,FLAT,6.3,6.316
44645,2022-09-09T12:14:09.056,FLAT,5.7,2.837
42702,2022-09-05T22:48:37.019,FLAT,6.9,2.295
43288,2022-09-07T23:49:20.887,COMPARISON,72.8,1.791
44047,2022-09-09T02:38:05.027,COMPARISON,10.7,2.315
39760,2022-05-25T06:17:24.898,FLAT,12.1,6.019
42928,2022-09-06T10:01:37.415,FLAT,7.4,2.467
44119,2022-09-09T03:58:56.672,COMPARISON,5.1,3.089
44262,2022-09-09T06:29:02.239,COMPARISON,6.9,2.614
39651,2022-05-25T04:32:03.208,FLAT,11.8,5.872
39101,2022-05-24T18:07:46.719,COMPARISON,4.7,4.638
44574,2022-09-09T11:12:14.572,FLAT,5.8,2.911
43360,2022-09-08T01:12:37.419,COMPARISON,92.6,1.826
43432,2022-09-08T02:20:41.729,COMPARISON,3.0,1.87
43000,2022-09-06T11:06:07.002,COMPARISON,80.9,1.442
44191,2022-09-09T05:22:40.161,COMPARISON,8.0,3.049
44715,2022-09-09T14:25:46.226,FLAT,54.2,53.935
43217,2022-09-07T22:31:59.087,COMPARISON,3.4,2.042
39722,2022-05-25T05:40:41.911,FLAT,6.0,5.949
44646,2022-09-09T12:15:00.249,FLAT,5.8,2.876
42703,2022-09-05T22:49:29.196,FLAT,6.9,2.31
43289,2022-09-07T23:50:52.144,COMPARISON,72.3,1.778
44048,2022-09-09T02:39:00.304,COMPARISON,10.8,2.322
42929,2022-09-06T10:02:29.793,FLAT,7.1,2.364
39761,2022-05-25T06:18:24.669,FLAT,6.6,6.555
44120,2022-09-09T03:59:48.945,COMPARISON,5.8,3.042
44263,2022-09-09T06:29:58.125,COMPARISON,6.9,2.602
39652,2022-05-25T04:33:00.956,FLAT,11.9,5.914
39102,2022-05-24T18:08:43.390,COMPARISON,4.7,4.712
44575,2022-09-09T11:13:08.762,FLAT,5.8,2.9
43361,2022-09-08T01:14:18.909,COMPARISON,90.5,1.788
42147,2022-09-01T23:32:28.507,COMPARISON,1.2,0.323
43433,2022-09-08T02:21:33.909,COMPARISON,2.9,1.795
44716,2022-09-09T14:26:36.914,FLAT,54.2,53.938
43001,2022-09-06T11:07:54.071,COMPARISON,83.4,1.485
44192,2022-09-09T05:23:33.444,COMPARISON,8.2,3.085
43218,2022-09-07T22:32:51.359,COMPARISON,3.4,2.084
39723,2022-05-25T05:41:39.176,FLAT,11.6,5.773
44647,2022-09-09T12:15:54.542,FLAT,5.9,2.923
44049,2022-09-09T02:39:55.586,COMPARISON,10.7,2.313
43290,2022-09-07T23:52:23.510,COMPARISON,76.3,1.878
42930,2022-09-06T10:03:22.175,FLAT,7.0,2.334
39762,2022-05-25T06:19:21.544,FLAT,6.5,6.458
44121,2022-09-09T04:00:41.425,COMPARISON,5.0,3.028
44264,2022-09-09T06:30:51.407,COMPARISON,6.8,2.581
39653,2022-05-25T04:34:01.101,FLAT,6.2,6.172
39103,2022-05-24T18:09:42.453,COMPARISON,4.7,4.698
44576,2022-09-09T11:13:59.956,FLAT,5.8,2.87
43362,2022-09-08T01:16:00.103,COMPARISON,87.6,1.73
44717,2022-09-09T14:27:27.696,FLAT,53.8,53.57
43434,2022-09-08T02:22:26.292,COMPARISON,2.9,1.766
42178,2022-09-02T15:29:19.507,DARK,154.2,0.514
43002,2022-09-06T11:09:40.938,COMPARISON,85.4,1.516
44193,2022-09-09T05:24:26.625,COMPARISON,8.0,3.025
43219,2022-09-07T22:33:43.639,COMPARISON,3.3,1.972
42859,2022-09-06T09:00:23.225,FLAT,6.8,2.255
39724,2022-05-25T05:42:37.039,FLAT,11.2,5.586
44648,2022-09-09T12:16:45.834,FLAT,5.8,2.883
44050,2022-09-09T02:40:50.875,COMPARISON,10.5,2.254
43291,2022-09-07T23:53:54.662,COMPARISON,73.7,1.814
42931,2022-09-06T10:04:17.049,FLAT,6.9,2.306
39763,2022-05-25T06:20:19.016,FLAT,12.4,6.164
44122,2022-09-09T04:01:33.804,COMPARISON,5.0,3.052
44265,2022-09-09T06:31:44.588,COMPARISON,6.9,2.597
44784,2022-09-09T15:51:01.939,FLAT,28.2,28.036
44718,2022-09-09T14:28:21.583,FLAT,54.0,53.719
39104,2022-05-24T18:10:38.916,COMPARISON,5.2,5.168
44577,2022-09-09T11:14:51.347,FLAT,5.7,2.843
43363,2022-09-08T01:17:41.384,COMPARISON,85.7,1.692
42179,2022-09-02T15:35:09.397,DARK,169.5,0.565
43435,2022-09-08T02:23:18.573,COMPARISON,3.0,1.861
43003,2022-09-06T11:11:27.888,COMPARISON,84.8,1.507
44194,2022-09-09T05:25:19.909,COMPARISON,8.0,3.025
43220,2022-09-07T22:34:36.006,COMPARISON,3.3,2.038
42860,2022-09-06T09:01:15.512,FLAT,6.9,2.284
39725,2022-05-25T05:43:37.002,FLAT,6.0,5.929
44649,2022-09-09T12:17:37.121,FLAT,5.6,2.813
44051,2022-09-09T02:41:46.065,COMPARISON,10.5,2.253
43292,2022-09-07T23:55:26.015,COMPARISON,74.7,1.838
42932,2022-09-06T10:05:09.425,FLAT,7.0,2.314
39764,2022-05-25T06:21:16.994,FLAT,12.4,6.186
44123,2022-09-09T04:02:26.079,COMPARISON,5.3,3.228
44266,2022-09-09T06:32:37.864,COMPARISON,7.0,2.655
44785,2022-09-09T15:51:52.632,FLAT,28.4,28.239
44719,2022-09-09T14:29:12.277,FLAT,53.8,53.541
39109,2022-05-24T18:17:02.481,FLAT,6.1,6.111
43364,2022-09-08T01:19:22.659,COMPARISON,88.2,1.74
44578,2022-09-09T11:15:45.332,FLAT,5.7,2.856
42180,2022-09-02T15:40:59.288,DARK,186.8,0.623
43436,2022-09-08T02:24:10.953,COMPARISON,3.0,1.826
43004,2022-09-06T11:13:14.750,COMPARISON,82.6,1.47
44195,2022-09-09T05:26:13.089,COMPARISON,7.9,2.979
43221,2022-09-07T22:35:43.969,COMPARISON,5.2,1.913
42861,2022-09-06T09:02:07.802,FLAT,6.8,2.269
44650,2022-09-09T13:17:04.526,FLAT,182.7,181.779
44052,2022-09-09T02:42:41.349,COMPARISON,10.3,2.222
44856,2022-09-09T16:53:23.575,FLAT,27.8,27.667
42933,2022-09-06T10:06:01.710,FLAT,7.0,2.341
43293,2022-09-07T23:56:55.062,COMPARISON,4.8,1.835
39765,2022-05-25T06:22:17.060,FLAT,6.3,6.306
44124,2022-09-09T04:03:18.456,COMPARISON,5.0,3.07
44786,2022-09-09T15:52:46.327,FLAT,27.9,27.741
44720,2022-09-09T14:30:03.062,FLAT,54.0,53.743
44267,2022-09-09T06:33:31.142,COMPARISON,6.7,2.474
43365,2022-09-08T01:20:55.341,COMPARISON,3.0,1.853
44579,2022-09-09T11:16:36.622,FLAT,5.8,2.905
39110,2022-05-24T18:17:59.350,FLAT,6.1,6.032
42181,2022-09-02T15:46:49.178,DARK,192.5,0.642
43437,2022-09-08T02:25:23.636,COMPARISON,15.1,1.74
43005,2022-09-06T11:15:01.701,COMPARISON,88.8,1.583
44196,2022-09-09T05:27:06.366,COMPARISON,7.8,2.96
44651,2022-09-09T13:24:39.530,FLAT,53.8,53.484
42862,2022-09-06T09:03:02.989,FLAT,6.6,2.181
43222,2022-09-07T22:36:37.351,COMPARISON,5.1,1.943
44857,2022-09-09T16:54:14.565,FLAT,28.0,27.817
44053,2022-09-09T02:43:39.141,COMPARISON,10.2,2.188
42934,2022-09-06T10:06:56.588,FLAT,7.0,2.342
43294,2022-09-07T23:57:48.430,COMPARISON,4.9,1.846
44787,2022-09-09T15:53:37.614,FLAT,28.3,28.165
44721,2022-09-09T14:30:56.451,FLAT,53.3,53.261
39766,2022-05-25T06:23:13.840,FLAT,5.9,5.917
44125,2022-09-09T04:04:13.631,COMPARISON,5.1,3.095
44268,2022-09-09T06:34:24.517,COMPARISON,6.2,2.365
43366,2022-09-08T01:21:47.724,COMPARISON,3.0,1.797
44580,2022-09-09T11:17:28.103,FLAT,5.5,2.759
39111,2022-05-24T18:18:56.811,FLAT,11.6,5.792
42182,2022-09-02T15:52:39.151,DARK,201.9,0.673
43006,2022-09-06T15:51:32.303,COMPARISON,1.2,1.218
44197,2022-09-09T05:28:02.241,COMPARISON,7.6,2.808
43438,2022-09-08T02:26:22.816,COMPARISON,15.1,1.753
44652,2022-09-09T13:30:57.369,FLAT,54.0,53.719
42863,2022-09-06T09:03:55.377,FLAT,6.5,2.173
44858,2022-09-09T16:55:07.850,FLAT,27.7,27.552
43223,2022-09-07T22:37:30.634,COMPARISON,5.2,1.956
44054,2022-09-09T02:44:34.430,COMPARISON,10.3,2.225
42935,2022-09-06T10:07:48.777,FLAT,7.1,2.364
44788,2022-09-09T15:54:28.605,FLAT,27.9,27.725
44722,2022-09-09T14:31:47.145,FLAT,54.9,54.603
43295,2022-09-07T23:58:41.695,COMPARISON,4.9,1.877
39767,2022-05-25T06:24:11.217,FLAT,11.6,5.794
44126,2022-09-09T04:05:05.813,COMPARISON,5.0,3.055
44269,2022-09-09T06:35:20.390,COMPARISON,6.0,2.287
44581,2022-09-09T11:18:22.085,FLAT,5.6,2.801
43367,2022-09-08T01:22:40.016,COMPARISON,3.0,1.814
39112,2022-05-24T18:19:54.960,FLAT,12.0,6.002
42183,2022-09-02T15:58:29.494,DARK,220.1,0.734
44653,2022-09-09T13:31:47.949,FLAT,53.9,53.636
43007,2022-09-06T15:53:57.736,COMPARISON,25.3,1.262
44198,2022-09-09T05:28:55.627,COMPARISON,7.2,2.712
43439,2022-09-08T02:27:22.286,COMPARISON,15.2,1.761
44859,2022-09-09T16:55:58.838,FLAT,27.8,27.634
42864,2022-09-06T09:04:47.662,FLAT,6.4,2.127
43224,2022-09-07T22:38:24.018,COMPARISON,5.3,1.959
44055,2022-09-09T02:45:29.815,COMPARISON,10.3,2.225
44723,2022-09-09T14:32:38.138,FLAT,53.8,53.457
44789,2022-09-09T15:55:22.098,FLAT,27.9,27.723
42936,2022-09-06T10:08:41.168,FLAT,7.1,2.356
43296,2022-09-07T23:59:35.062,COMPARISON,5.0,1.898
44127,2022-09-09T04:05:58.088,COMPARISON,5.1,3.115
39768,2022-05-25T06:25:08.989,FLAT,12.3,6.113
44270,2022-09-09T06:36:13.760,COMPARISON,6.1,2.327
44582,2022-09-09T11:19:13.366,FLAT,5.7,2.83
43368,2022-09-08T01:23:32.406,COMPARISON,3.0,1.826
39113,2022-05-24T18:20:53.218,FLAT,17.9,5.974
44654,2022-09-09T13:32:38.628,FLAT,54.1,53.844
42184,2022-09-02T16:04:19.388,DARK,247.9,0.826
44860,2022-09-09T16:56:49.522,FLAT,27.6,27.464
43008,2022-09-06T15:59:43.016,COMPARISON,25.8,1.289
44199,2022-09-09T05:29:48.916,COMPARISON,7.1,2.71
43440,2022-09-08T02:28:21.657,COMPARISON,15.4,1.788
42865,2022-09-06T09:05:42.549,FLAT,6.5,2.169
44724,2022-09-09T14:33:31.530,FLAT,53.6,53.334
44790,2022-09-09T15:56:12.793,FLAT,28.0,27.844
43225,2022-09-07T22:39:17.499,COMPARISON,5.2,1.977
44056,2022-09-09T02:46:25.203,COMPARISON,10.2,2.199
42937,2022-09-06T10:09:36.053,FLAT,7.1,2.359
43297,2022-09-08T00:00:28.338,COMPARISON,5.0,1.867
39769,2022-05-25T10:18:09.500,COMPARISON,16.0,3.993
44128,2022-09-09T04:06:50.368,COMPARISON,4.9,3.028
44271,2022-09-09T06:37:07.023,COMPARISON,6.0,2.298
44583,2022-09-09T11:20:04.652,FLAT,5.8,2.909
43369,2022-09-08T01:24:24.695,COMPARISON,3.0,1.798
44655,2022-09-09T13:33:32.116,FLAT,53.8,53.483
42185,2022-09-02T16:10:09.139,DARK,246.5,0.822
44928,2022-09-09T18:35:32.723,DARK,719.4,2.398
44861,2022-09-09T16:57:42.808,FLAT,28.1,28.009
44200,2022-09-09T05:30:42.194,COMPARISON,7.3,2.755
43441,2022-09-08T02:29:21.221,COMPARISON,15.5,1.799
44725,2022-09-09T14:34:22.224,FLAT,53.8,53.568
44791,2022-09-09T15:57:07.583,FLAT,28.1,27.927
42866,2022-09-06T09:06:34.931,FLAT,6.5,2.164
43226,2022-09-07T22:40:10.881,COMPARISON,5.0,1.914
44057,2022-09-09T02:47:20.593,COMPARISON,10.3,2.231
42938,2022-09-06T10:10:28.341,FLAT,7.1,2.35
43298,2022-09-08T00:01:21.512,COMPARISON,4.9,1.872
44129,2022-09-09T04:07:42.551,COMPARISON,4.8,2.937
39770,2022-05-25T10:19:09.048,COMPARISON,16.4,4.087
44272,2022-09-09T06:38:00.293,COMPARISON,6.0,2.261
44656,2022-09-09T13:34:23.004,FLAT,53.5,53.199
44584,2022-09-09T11:20:58.542,FLAT,6.1,3.03
43370,2022-09-08T01:25:17.084,COMPARISON,2.8,1.723
44862,2022-09-09T16:58:33.703,FLAT,27.8,27.642
42186,2022-09-02T16:15:59.228,DARK,250.6,0.835
44929,2022-09-09T18:41:22.711,DARK,710.5,2.368
44726,2022-09-09T14:35:12.921,FLAT,54.3,54.028
44792,2022-09-09T15:58:05.073,FLAT,28.1,27.948
43442,2022-09-08T02:30:20.584,COMPARISON,15.4,1.775
44201,2022-09-09T05:31:35.478,COMPARISON,7.1,2.711
42867,2022-09-06T09:07:27.311,FLAT,6.4,2.127
43227,2022-09-07T22:41:06.751,COMPARISON,5.2,1.963
44058,2022-09-09T02:48:15.778,COMPARISON,10.2,2.199
42939,2022-09-06T10:11:20.627,FLAT,7.0,2.34
43299,2022-09-08T00:02:17.289,COMPARISON,4.9,1.854
39771,2022-05-25T10:20:08.601,COMPARISON,16.2,4.046
44130,2022-09-09T04:08:34.830,COMPARISON,4.8,2.918
44657,2022-09-09T13:35:13.690,FLAT,53.6,53.355
44273,2022-09-09T06:38:53.465,COMPARISON,6.3,2.275
44585,2022-09-09T11:21:49.836,FLAT,5.8,2.883
43371,2022-09-08T01:26:12.076,COMPARISON,2.9,1.756
44863,2022-09-09T16:59:24.605,FLAT,27.8,27.631
44727,2022-09-09T14:36:06.913,FLAT,53.8,53.522
42187,2022-09-02T16:21:49.222,DARK,265.3,0.884
44793,2022-09-09T15:58:55.969,FLAT,28.1,27.949
44930,2022-09-09T18:47:12.459,DARK,698.1,2.327
43443,2022-09-08T02:31:22.765,COMPARISON,15.5,1.787
44202,2022-09-09T05:32:28.962,COMPARISON,6.9,2.62
42868,2022-09-06T09:08:22.298,FLAT,6.5,2.151
43228,2022-09-07T22:42:00.029,COMPARISON,5.1,1.934
43587,2022-09-08T14:13:32.154,COMPARISON,16.5,1.647
44059,2022-09-09T02:49:13.964,COMPARISON,10.4,2.243
42940,2022-09-06T10:12:15.419,FLAT,6.8,2.279
43300,2022-09-08T00:03:10.570,COMPARISON,5.1,1.918
44658,2022-09-09T13:36:07.276,FLAT,53.4,53.144
39772,2022-05-25T10:21:08.255,COMPARISON,16.3,4.071
44131,2022-09-09T04:09:29.811,COMPARISON,4.9,2.996
44274,2022-09-09T06:39:46.742,COMPARISON,6.0,2.301
44586,2022-09-09T11:22:41.126,FLAT,5.8,2.885
44864,2022-09-09T17:00:17.998,FLAT,28.0,27.869
43372,2022-09-08T01:27:04.264,COMPARISON,3.0,1.807
44728,2022-09-09T14:36:57.501,FLAT,54.4,54.169
44794,2022-09-09T15:59:46.754,FLAT,28.0,27.858
42188,2022-09-02T16:27:39.176,DARK,275.6,0.919
44931,2022-09-09T18:53:02.143,DARK,682.5,2.275
43444,2022-09-08T02:32:22.255,COMPARISON,15.6,1.803
44203,2022-09-09T05:33:25.239,COMPARISON,7.0,2.685
42869,2022-09-06T09:09:14.581,FLAT,6.6,2.183
43229,2022-09-07T22:42:53.511,COMPARISON,5.0,1.922
43588,2022-09-08T14:17:05.243,COMPARISON,51.2,1.706
44060,2022-09-09T02:50:09.354,COMPARISON,10.4,2.231
42941,2022-09-06T10:13:07.712,FLAT,7.0,2.323
43301,2022-09-08T00:04:03.750,COMPARISON,5.2,1.898
44659,2022-09-09T13:36:57.865,FLAT,53.7,53.402
39773,2022-05-25T10:22:07.810,COMPARISON,16.0,3.999
44132,2022-09-09T04:10:22.091,COMPARISON,5.1,3.111
44275,2022-09-09T06:40:42.721,COMPARISON,6.5,2.428
44865,2022-09-09T17:01:08.898,FLAT,27.8,27.704
44587,2022-09-09T11:23:35.113,FLAT,5.8,2.892
44729,2022-09-09T14:37:48.792,FLAT,54.3,54.028
44795,2022-09-09T16:00:40.234,FLAT,27.9,27.706
43373,2022-09-08T01:27:56.655,COMPARISON,3.0,1.819
42189,2022-09-02T16:33:29.328,DARK,307.3,1.024
44932,2022-09-09T18:58:52.224,DARK,649.0,2.163
42870,2022-09-06T09:10:07.165,FLAT,6.6,2.202
43445,2022-09-08T02:33:21.546,COMPARISON,15.6,1.811
44204,2022-09-09T05:34:18.516,COMPARISON,7.2,2.629
43230,2022-09-07T22:43:46.790,COMPARISON,5.0,1.914
43589,2022-09-08T14:19:55.636,COMPARISON,17.1,1.708
44660,2022-09-09T13:37:48.453,FLAT,53.8,53.506
44061,2022-09-09T02:51:04.645,COMPARISON,10.4,2.251
42942,2022-09-06T10:14:00.097,FLAT,7.0,2.334
43302,2022-09-08T00:04:57.124,COMPARISON,5.1,1.918
39774,2022-05-25T10:23:07.270,COMPARISON,15.6,3.903
